Timestamp,Household_ID,Room,Appliance,Usage_KWh
2025-03-01 21:00:00,H001,Kitchen,Refrigerator,0.316
2025-03-01 21:00:00,H001,Living Room,TV,0.337
2025-03-01 21:00:00,H001,Bedroom,Lights,0.243
2025-03-01 21:00:00,H001,Bedroom,Fan,0.166
2025-03-01 21:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-01 21:00:00,H001,Kitchen,Microwave,0.0
2025-03-01 22:00:00,H001,Living Room,AC,1.447
2025-03-01 22:00:00,H001,Kitchen,Refrigerator,0.151
2025-03-01 22:00:00,H001,Living Room,TV,0.792
2025-03-01 22:00:00,H001,Bedroom,Lights,0.367
2025-03-01 22:00:00,H001,Bedroom,Fan,0.092
2025-03-01 22:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-01 22:00:00,H001,Kitchen,Microwave,0.0
2025-03-01 23:00:00,H001,Living Room,AC,0.943
2025-03-01 23:00:00,H001,Kitchen,Refrigerator,0.254
2025-03-01 23:00:00,H001,Living Room,TV,0.731
2025-03-01 23:00:00,H001,Bedroom,Lights,0.394
2025-03-01 23:00:00,H001,Bedroom,Fan,0.102
2025-03-01 23:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-01 23:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 00:00:00,H001,Living Room,AC,0.382
2025-03-02 00:00:00,H001,Kitchen,Refrigerator,0.311
2025-03-02 00:00:00,H001,Living Room,TV,0.071
2025-03-02 00:00:00,H001,Bedroom,Lights,0.306
2025-03-02 00:00:00,H001,Bedroom,Fan,0.082
2025-03-02 00:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 00:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 01:00:00,H001,Living Room,AC,0.4
2025-03-02 01:00:00,H001,Kitchen,Refrigerator,0.323
2025-03-02 01:00:00,H001,Living Room,TV,0.148
2025-03-02 01:00:00,H001,Bedroom,Lights,0.078
2025-03-02 01:00:00,H001,Bedroom,Fan,0.136
2025-03-02 01:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 01:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 02:00:00,H001,Living Room,AC,0.202
2025-03-02 02:00:00,H001,Kitchen,Refrigerator,0.24
2025-03-02 02:00:00,H001,Living Room,TV,0.091
2025-03-02 02:00:00,H001,Bedroom,Lights,0.083
2025-03-02 02:00:00,H001,Bedroom,Fan,0.109
2025-03-02 02:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 02:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 03:00:00,H001,Living Room,AC,0.564
2025-03-02 03:00:00,H001,Kitchen,Refrigerator,0.264
2025-03-02 03:00:00,H001,Living Room,TV,0.079
2025-03-02 03:00:00,H001,Bedroom,Lights,0.314
2025-03-02 03:00:00,H001,Bedroom,Fan,0.198
2025-03-02 03:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 03:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 04:00:00,H001,Living Room,AC,0.124
2025-03-02 04:00:00,H001,Kitchen,Refrigerator,0.292
2025-03-02 04:00:00,H001,Living Room,TV,0.129
2025-03-02 04:00:00,H001,Bedroom,Lights,0.108
2025-03-02 04:00:00,H001,Bedroom,Fan,0.206
2025-03-02 04:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 04:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 05:00:00,H001,Living Room,AC,0.243
2025-03-02 05:00:00,H001,Kitchen,Refrigerator,0.211
2025-03-02 05:00:00,H001,Living Room,TV,0.106
2025-03-02 05:00:00,H001,Bedroom,Lights,0.089
2025-03-02 05:00:00,H001,Bedroom,Fan,0.183
2025-03-02 05:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 05:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 06:00:00,H001,Living Room,AC,0.544
2025-03-02 06:00:00,H001,Kitchen,Refrigerator,0.289
2025-03-02 06:00:00,H001,Living Room,TV,0.077
2025-03-02 06:00:00,H001,Bedroom,Lights,0.203
2025-03-02 06:00:00,H001,Bedroom,Fan,0.203
2025-03-02 06:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 06:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 07:00:00,H001,Living Room,AC,0.383
2025-03-02 07:00:00,H001,Kitchen,Refrigerator,0.167
2025-03-02 07:00:00,H001,Living Room,TV,0.096
2025-03-02 07:00:00,H001,Bedroom,Lights,0.043
2025-03-02 07:00:00,H001,Bedroom,Fan,0.117
2025-03-02 07:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 07:00:00,H001,Kitchen,Microwave,0.942
2025-03-02 08:00:00,H001,Living Room,AC,0.475
2025-03-02 08:00:00,H001,Kitchen,Refrigerator,0.265
2025-03-02 08:00:00,H001,Living Room,TV,0.118
2025-03-02 08:00:00,H001,Bedroom,Lights,0.013
2025-03-02 08:00:00,H001,Bedroom,Fan,0.222
2025-03-02 08:00:00,H001,Utility Room,Washing Machine,1.022
2025-03-02 08:00:00,H001,Kitchen,Microwave,0.928
2025-03-02 09:00:00,H001,Living Room,AC,0.164
2025-03-02 09:00:00,H001,Kitchen,Refrigerator,0.166
2025-03-02 09:00:00,H001,Living Room,TV,0.038
2025-03-02 09:00:00,H001,Bedroom,Lights,0.026
2025-03-02 09:00:00,H001,Bedroom,Fan,0.135
2025-03-02 09:00:00,H001,Utility Room,Washing Machine,0.762
2025-03-02 09:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 10:00:00,H001,Living Room,AC,0.569
2025-03-02 10:00:00,H001,Kitchen,Refrigerator,0.19
2025-03-02 10:00:00,H001,Living Room,TV,0.126
2025-03-02 10:00:00,H001,Bedroom,Lights,0.029
2025-03-02 10:00:00,H001,Bedroom,Fan,0.212
2025-03-02 10:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 10:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 11:00:00,H001,Living Room,AC,0.316
2025-03-02 11:00:00,H001,Kitchen,Refrigerator,0.26
2025-03-02 11:00:00,H001,Living Room,TV,0.141
2025-03-02 11:00:00,H001,Bedroom,Lights,0.033
2025-03-02 11:00:00,H001,Bedroom,Fan,0.091
2025-03-02 11:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 11:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 12:00:00,H001,Living Room,AC,1.879
2025-03-02 12:00:00,H001,Kitchen,Refrigerator,0.226
2025-03-02 12:00:00,H001,Living Room,TV,0.107
2025-03-02 12:00:00,H001,Bedroom,Lights,0.011
2025-03-02 12:00:00,H001,Bedroom,Fan,0.177
2025-03-02 12:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 12:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 13:00:00,H001,Living Room,AC,0.371
2025-03-02 13:00:00,H001,Kitchen,Refrigerator,0.299
2025-03-02 13:00:00,H001,Living Room,TV,0.081
2025-03-02 13:00:00,H001,Bedroom,Lights,0.015
2025-03-02 13:00:00,H001,Bedroom,Fan,0.159
2025-03-02 13:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 13:00:00,H001,Kitchen,Microwave,0.253
2025-03-02 14:00:00,H001,Living Room,AC,1.737
2025-03-02 14:00:00,H001,Kitchen,Refrigerator,0.349
2025-03-02 14:00:00,H001,Living Room,TV,0.12
2025-03-02 14:00:00,H001,Bedroom,Lights,0.033
2025-03-02 14:00:00,H001,Bedroom,Fan,0.071
2025-03-02 14:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 14:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 15:00:00,H001,Living Room,AC,1.84
2025-03-02 15:00:00,H001,Kitchen,Refrigerator,0.282
2025-03-02 15:00:00,H001,Living Room,TV,0.026
2025-03-02 15:00:00,H001,Bedroom,Lights,0.042
2025-03-02 15:00:00,H001,Bedroom,Fan,0.154
2025-03-02 15:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 15:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 16:00:00,H001,Living Room,AC,1.237
2025-03-02 16:00:00,H001,Kitchen,Refrigerator,0.308
2025-03-02 16:00:00,H001,Living Room,TV,0.074
2025-03-02 16:00:00,H001,Bedroom,Lights,0.029
2025-03-02 16:00:00,H001,Bedroom,Fan,0.086
2025-03-02 16:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 16:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 17:00:00,H001,Living Room,AC,1.007
2025-03-02 17:00:00,H001,Kitchen,Refrigerator,0.319
2025-03-02 17:00:00,H001,Living Room,TV,0.044
2025-03-02 17:00:00,H001,Bedroom,Lights,0.027
2025-03-02 17:00:00,H001,Bedroom,Fan,0.248
2025-03-02 17:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 17:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 18:00:00,H001,Living Room,AC,0.821
2025-03-02 18:00:00,H001,Kitchen,Refrigerator,0.333
2025-03-02 18:00:00,H001,Living Room,TV,0.743
2025-03-02 18:00:00,H001,Bedroom,Lights,0.082
2025-03-02 18:00:00,H001,Bedroom,Fan,0.143
2025-03-02 18:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 18:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 19:00:00,H001,Living Room,AC,1.405
2025-03-02 19:00:00,H001,Kitchen,Refrigerator,0.213
2025-03-02 19:00:00,H001,Living Room,TV,0.133
2025-03-02 19:00:00,H001,Bedroom,Lights,0.135
2025-03-02 19:00:00,H001,Bedroom,Fan,0.069
2025-03-02 19:00:00,H001,Utility Room,Washing Machine,0.438
2025-03-02 19:00:00,H001,Kitchen,Microwave,0.846
2025-03-02 20:00:00,H001,Living Room,AC,2.269
2025-03-02 20:00:00,H001,Kitchen,Refrigerator,0.159
2025-03-02 20:00:00,H001,Living Room,TV,0.311
2025-03-02 20:00:00,H001,Bedroom,Lights,0.393
2025-03-02 20:00:00,H001,Bedroom,Fan,0.158
2025-03-02 20:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 20:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 21:00:00,H001,Living Room,AC,1.678
2025-03-02 21:00:00,H001,Kitchen,Refrigerator,0.151
2025-03-02 21:00:00,H001,Living Room,TV,0.439
2025-03-02 21:00:00,H001,Bedroom,Lights,0.396
2025-03-02 21:00:00,H001,Bedroom,Fan,0.125
2025-03-02 21:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 21:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 22:00:00,H001,Living Room,AC,0.513
2025-03-02 22:00:00,H001,Kitchen,Refrigerator,0.242
2025-03-02 22:00:00,H001,Living Room,TV,0.774
2025-03-02 22:00:00,H001,Bedroom,Lights,0.17
2025-03-02 22:00:00,H001,Bedroom,Fan,0.21
2025-03-02 22:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 22:00:00,H001,Kitchen,Microwave,0.0
2025-03-02 23:00:00,H001,Living Room,AC,2.057
2025-03-02 23:00:00,H001,Kitchen,Refrigerator,0.192
2025-03-02 23:00:00,H001,Living Room,TV,0.41
2025-03-02 23:00:00,H001,Bedroom,Lights,0.3
2025-03-02 23:00:00,H001,Bedroom,Fan,0.132
2025-03-02 23:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-02 23:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 00:00:00,H001,Living Room,AC,0.196
2025-03-03 00:00:00,H001,Kitchen,Refrigerator,0.343
2025-03-03 00:00:00,H001,Living Room,TV,0.105
2025-03-03 00:00:00,H001,Bedroom,Lights,0.353
2025-03-03 00:00:00,H001,Bedroom,Fan,0.055
2025-03-03 00:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 00:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 01:00:00,H001,Living Room,AC,0.233
2025-03-03 01:00:00,H001,Kitchen,Refrigerator,0.25
2025-03-03 01:00:00,H001,Living Room,TV,0.029
2025-03-03 01:00:00,H001,Bedroom,Lights,0.398
2025-03-03 01:00:00,H001,Bedroom,Fan,0.097
2025-03-03 01:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 01:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 02:00:00,H001,Living Room,AC,0.287
2025-03-03 02:00:00,H001,Kitchen,Refrigerator,0.193
2025-03-03 02:00:00,H001,Living Room,TV,0.034
2025-03-03 02:00:00,H001,Bedroom,Lights,0.131
2025-03-03 02:00:00,H001,Bedroom,Fan,0.11
2025-03-03 02:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 02:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 03:00:00,H001,Living Room,AC,0.417
2025-03-03 03:00:00,H001,Kitchen,Refrigerator,0.206
2025-03-03 03:00:00,H001,Living Room,TV,0.067
2025-03-03 03:00:00,H001,Bedroom,Lights,0.052
2025-03-03 03:00:00,H001,Bedroom,Fan,0.123
2025-03-03 03:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 03:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 04:00:00,H001,Living Room,AC,0.367
2025-03-03 04:00:00,H001,Kitchen,Refrigerator,0.182
2025-03-03 04:00:00,H001,Living Room,TV,0.098
2025-03-03 04:00:00,H001,Bedroom,Lights,0.153
2025-03-03 04:00:00,H001,Bedroom,Fan,0.176
2025-03-03 04:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 04:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 05:00:00,H001,Living Room,AC,0.113
2025-03-03 05:00:00,H001,Kitchen,Refrigerator,0.328
2025-03-03 05:00:00,H001,Living Room,TV,0.022
2025-03-03 05:00:00,H001,Bedroom,Lights,0.094
2025-03-03 05:00:00,H001,Bedroom,Fan,0.205
2025-03-03 05:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 05:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 06:00:00,H001,Living Room,AC,0.123
2025-03-03 06:00:00,H001,Kitchen,Refrigerator,0.292
2025-03-03 06:00:00,H001,Living Room,TV,0.146
2025-03-03 06:00:00,H001,Bedroom,Lights,0.355
2025-03-03 06:00:00,H001,Bedroom,Fan,0.192
2025-03-03 06:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 06:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 07:00:00,H001,Living Room,AC,0.579
2025-03-03 07:00:00,H001,Kitchen,Refrigerator,0.236
2025-03-03 07:00:00,H001,Living Room,TV,0.133
2025-03-03 07:00:00,H001,Bedroom,Lights,0.024
2025-03-03 07:00:00,H001,Bedroom,Fan,0.236
2025-03-03 07:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 07:00:00,H001,Kitchen,Microwave,0.319
2025-03-03 08:00:00,H001,Living Room,AC,0.57
2025-03-03 08:00:00,H001,Kitchen,Refrigerator,0.317
2025-03-03 08:00:00,H001,Living Room,TV,0.13
2025-03-03 08:00:00,H001,Bedroom,Lights,0.015
2025-03-03 08:00:00,H001,Bedroom,Fan,0.169
2025-03-03 08:00:00,H001,Utility Room,Washing Machine,0.216
2025-03-03 08:00:00,H001,Kitchen,Microwave,0.777
2025-03-03 09:00:00,H001,Living Room,AC,0.104
2025-03-03 09:00:00,H001,Kitchen,Refrigerator,0.167
2025-03-03 09:00:00,H001,Living Room,TV,0.049
2025-03-03 09:00:00,H001,Bedroom,Lights,0.045
2025-03-03 09:00:00,H001,Bedroom,Fan,0.123
2025-03-03 09:00:00,H001,Utility Room,Washing Machine,0.74
2025-03-03 09:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 10:00:00,H001,Living Room,AC,1.55
2025-03-03 10:00:00,H001,Kitchen,Refrigerator,0.195
2025-03-03 10:00:00,H001,Living Room,TV,0.094
2025-03-03 10:00:00,H001,Bedroom,Lights,0.036
2025-03-03 10:00:00,H001,Bedroom,Fan,0.11
2025-03-03 10:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 10:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 11:00:00,H001,Living Room,AC,1.221
2025-03-03 11:00:00,H001,Kitchen,Refrigerator,0.241
2025-03-03 11:00:00,H001,Living Room,TV,0.141
2025-03-03 11:00:00,H001,Bedroom,Lights,0.033
2025-03-03 11:00:00,H001,Bedroom,Fan,0.24
2025-03-03 11:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 11:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 12:00:00,H001,Living Room,AC,1.523
2025-03-03 12:00:00,H001,Kitchen,Refrigerator,0.25
2025-03-03 12:00:00,H001,Living Room,TV,0.02
2025-03-03 12:00:00,H001,Bedroom,Lights,0.029
2025-03-03 12:00:00,H001,Bedroom,Fan,0.235
2025-03-03 12:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 12:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 13:00:00,H001,Living Room,AC,0.736
2025-03-03 13:00:00,H001,Kitchen,Refrigerator,0.16
2025-03-03 13:00:00,H001,Living Room,TV,0.073
2025-03-03 13:00:00,H001,Bedroom,Lights,0.025
2025-03-03 13:00:00,H001,Bedroom,Fan,0.221
2025-03-03 13:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 13:00:00,H001,Kitchen,Microwave,0.221
2025-03-03 14:00:00,H001,Living Room,AC,2.324
2025-03-03 14:00:00,H001,Kitchen,Refrigerator,0.286
2025-03-03 14:00:00,H001,Living Room,TV,0.138
2025-03-03 14:00:00,H001,Bedroom,Lights,0.034
2025-03-03 14:00:00,H001,Bedroom,Fan,0.212
2025-03-03 14:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 14:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 15:00:00,H001,Living Room,AC,1.038
2025-03-03 15:00:00,H001,Kitchen,Refrigerator,0.22
2025-03-03 15:00:00,H001,Living Room,TV,0.071
2025-03-03 15:00:00,H001,Bedroom,Lights,0.04
2025-03-03 15:00:00,H001,Bedroom,Fan,0.124
2025-03-03 15:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 15:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 16:00:00,H001,Living Room,AC,0.833
2025-03-03 16:00:00,H001,Kitchen,Refrigerator,0.338
2025-03-03 16:00:00,H001,Living Room,TV,0.138
2025-03-03 16:00:00,H001,Bedroom,Lights,0.024
2025-03-03 16:00:00,H001,Bedroom,Fan,0.177
2025-03-03 16:00:00,H001,Utility Room,Washing Machine,0.0
2025-03-03 16:00:00,H001,Kitchen,Microwave,0.0
2025-03-03 17:00:00,H001,Living Room,AC,0.902
2025-03-03 17:00:00,H001,Kitchen,Refrigerator,0.191
2025-03-03 17:00:00,H001,Living Room,TV,0.064
